dog_count,primary_breed,address
1,Shiba Inu,"5205 Airline Rd , Muskegon, MI 49443"
1,Shiba Inu,"Livonia, MI 48152"
1,Shih Tzu,"Detroit, MI 48202"
1,Shih Tzu,"Fowlerville, MI 48836"
1,Shih Tzu,"Grand Rapids, MI 49505"
1,Shih Tzu,"Livonia, MI 48150"
1,Shih Tzu,"Oxford, MI 48371"
1,Shih Tzu,"PO BOX 1 , Trufant, MI 49347"
1,Shih Tzu,"PO Box 180155 , Utica, MI 48318"
1,Shih Tzu,"PO Box 3295 2938 Business One Drive, Kalamazoo, MI 49003"
1,Shih Tzu,"Plymouth, MI 48170"
1,Siberian Husky,"1 , Ann Arbor, MI 48103"
1,Siberian Husky,"1 , Lincoln Park, MI 48146"
1,Siberian Husky,"1200 N. Telegraph Building 42 East, Pontiac, MI 48341"
1,Siberian Husky,"1515 Carmen Drive , Jackson, MI 49202"
1,Siberian Husky,"219 Peekstock Drive , Kalamazoo, MI 49001"
1,Siberian Husky,"2738 W. Caro Road , Caro, MI 48723"
1,Siberian Husky,"Beulah, MI 49617"
1,Siberian Husky,"Detroit, MI 48216"
1,Siberian Husky,"Ferndale, MI 48220"
1,Siberian Husky,"Gaylord, MI 49735"
1,Siberian Husky,"Grayling, MI 49738"
1,Siberian Husky,"Kalamazoo, MI 49001"
1,Siberian Husky,"Mason, MI 48854"
1,Siberian Husky,"Saginaw, MI 48602"
1,Siberian Husky,"Westland, MI 48186"
1,Siberian Husky,"White Lake, MI 48383"
1,Silky Terrier,"Livonia, MI 48152"
1,Spaniel,"2752 W. Bennington Road , Owosso, MI 48867"
1,Spaniel,"8935 Thompson Rd. , Lake Odessa, MI 48849"
1,Spaniel,"Grosse Pointe Park, MI 48230"
1,Staffordshire Bull Terrier,"13800 15 Mile Rd. , Sterling Heights, MI 48312"
1,Staffordshire Bull Terrier,"2120 Metamora Road , Oxford, MI 48371"
1,Staffordshire Bull Terrier,"2266 N Lapeer Road , Lapeer, MI 48446"
1,Staffordshire Bull Terrier,"25503 Clara Lane , Southfield, MI 48034"
1,Staffordshire Bull Terrier,"25799 Third St. , Grosse Ile, MI 48138"
1,Staffordshire Bull Terrier,"4660 M-88 Hwy PO Box 568, Bellaire, MI 49615"
1,Staffordshire Bull Terrier,"Charlotte, MI 48813"
1,Staffordshire Bull Terrier,"Detroit, MI 48221"
1,Staffordshire Bull Terrier,"Holly, MI 48442"
1,Staffordshire Bull Terrier,"Jackson, MI 49202"
1,Staffordshire Bull Terrier,"Kentwood, MI 49548"
1,Staffordshire Bull Terrier,"Livonia, MI 48152"
1,Staffordshire Bull Terrier,"Oak Park, MI 48237"
1,Staffordshire Bull Terrier,"P.O. Box 190121 , Burton, MI 48519"
1,Staffordshire Bull Terrier,"P.O. Box 384 5786 Fairground Lane, Grayling, MI 49738"
1,Staffordshire Bull Terrier,"P.O. Box 51935 , Livonia, MI 48151"
1,Staffordshire Bull Terrier,"PO Box 285 , Frankenmuth, MI 48734"
1,Staffordshire Bull Terrier,"PO Box 62 , Lake Orion, MI 48361"
1,Staffordshire Bull Terrier,"Traverse City, MI 49696"
1,Terrier,"13800 15 Mile Rd. , Sterling Heights, MI 48312"
1,Terrier,"217 N. Fiske Road Mailing address only, Coldwater, MI 49036"
1,Terrier,"23451 Pinewood Street , Warren, MI 48091"
1,Terrier,"25503 Clara Lane , Southfield, MI 48034"
1,Terrier,"25799 Third St. , Grosse Ile, MI 48138"
1,Terrier,"2640 Marquette  Avenue , Muskegon, MI 49442"
1,Terrier,"3365 Freeland Road , Saginaw, MI 48604"
1,Terrier,"5205 Airline Rd , Muskegon, MI 49443"
1,Terrier,"7887 Chrysler Drive , Detroit, MI 48211"
1,Terrier,"Coldwater, MI 49036"
1,Terrier,"Grand Rapids, MI 49505"
1,Terrier,"P.O. Box 51935 , Livonia, MI 48151"
1,Terrier,"PO Box 251 , Paw Paw, MI 49079"
1,Terrier,"PO Box 673 , Richland, MI 49083"
1,Terrier,"St Johns, MI 48879"
1,Terrier,"White Lake, MI 48386"
1,Treeing Walker Coonhound,"1367 S. M-33 , West Branch, MI 48661"
1,Treeing Walker Coonhound,"969 Wildwood Rd , Quincy, MI 49082"
1,Treeing Walker Coonhound,"Kentwood, MI 49548"
1,Treeing Walker Coonhound,"Muskegon, MI 49442"
1,Treeing Walker Coonhound,"Saginaw, MI 48602"
1,Vizsla,"1170 GROVE STREET , Wyandotte, MI 48192"
1,Vizsla,"fennville, MI 49408"
1,West Highland White Terrier / Westie,"217 N. Fiske Road Mailing address only, Coldwater, MI 49036"
1,Wheaten Terrier,"Linden, MI 48451"
1,Whippet,"1515 Carmen Drive , Jackson, MI 49202"
1,Whippet,"3279 E Laketon Ave , Muskegon, MI 49442"
1,Whippet,"Birmingham, MI 48012"
1,Whippet,"White Lake, MI 48386"
1,White German Shepherd,"305 N.Meyers Road , Ludington, MI 49431"
1,White German Shepherd,"Ferndale, MI 48220"
1,Yellow Labrador Retriever,"2293 33rd Street , Allegan, MI 49010"
1,Yellow Labrador Retriever,"CLINTON TOWNSHIP, MI 48035"
1,Yellow Labrador Retriever,"Coldwater, MI 49036"
1,Yellow Labrador Retriever,"Detroit, MI 48219"
1,Yellow Labrador Retriever,"Ferndale, MI 48220"
1,Yellow Labrador Retriever,"Oxford, MI 48371"
1,Yellow Labrador Retriever,"fennville, MI 49408"
1,Yorkshire Terrier,"Ferndale, MI 48220"
1,Yorkshire Terrier,"P.O. Box 29 , Armada, MI 48005"
1,Yorkshire Terrier,"PO BOX 1 , Trufant, MI 49347"
